,player_name,player_extended_name,nationality,position,overall
5628,Kister,Tim Kister,Germany,CB,70
5629,Franke,Marcel Franke,Germany,CB,72
5630,Noguera,Alberto Noguera Ripoll,Spain,RM,67
5631,Burge,Lee Burge,United Kingdom of Great Britain and Northern Ireland,GK,62
5632,Jarvis,Dean Jarvis,United Kingdom of Great Britain and Northern Ireland,LB,60
5633,Songo'O,Yann Songo'o,Cameroon,CDM,62
5634,Cairns,Alex Cairns,United Kingdom of Great Britain and Northern Ireland,GK,65
5635,Héctor,Héctor Hernández Ortega,Spain,LB,67
5636,Good,Curtis Good,Australia,CB,62
5637,Jeggo,James Jeggo,Australia,CDM,68
5638,Yu Sang Hun,Sang Hun Yu,Korea (Republic of),GK,64
5639,Valencia,Joel Valencia,Ecuador,CAM,71
5640,Wootton,Scott Wootton,United Kingdom of Great Britain and Northern Ireland,CB,66
5641,Blackett,Tyler Blackett,United Kingdom of Great Britain and Northern Ireland,LB,68
5642,Héber,Héber Araújo dos Santos,Brazil,ST,69
5643,Harrison,Ellis Harrison,United Kingdom of Great Britain and Northern Ireland,ST,65
5644,Turton,Oliver Turton,United Kingdom of Great Britain and Northern Ireland,RB,64
5645,Assombalonga,Britt Assombalonga,Congo (Democratic Republic of the),ST,72
5646,Brillante,Joshua Brillante,Australia,CDM,68
5647,Halloran,Ben Halloran,Australia,RM,67
5648,Harold,Chris Harold,Australia,RM,62
5649,Dennis,Louis Dennis,United Kingdom of Great Britain and Northern Ireland,CAM,62
5650,Teigl,Georg Teigl,Austria,RB,68
5651,Smith,Adam Smith,United Kingdom of Great Britain and Northern Ireland,GK,63
5652,Galabinov,Andrey Galabinov,Bulgaria,ST,68
5653,Hoskins,Sam Hoskins,United Kingdom of Great Britain and Northern Ireland,RM,63
5654,Morgan,Ashtone Morgan,Canada,LB,63
5655,Tønne,Erik Tønne,Norway,LW,65
5656,Carruthers,Samir Carruthers,Ireland,CAM,66
5657,Hall,Rob Hall,United Kingdom of Great Britain and Northern Ireland,RM,67
5658,Potts,Dan Potts,United Kingdom of Great Britain and Northern Ireland,LB,64
5659,Valsvik,Gustav Valsvik,Norway,CB,69
5660,Andersen,Eirik Ulland Andersen,Norway,LM,70
5661,Tiago Alves,Tiago Alves Sales de Lima,Brazil,ST,68
5662,Williams,Derrick Williams,Ireland,LB,69
5663,Reeves,Jake Reeves,United Kingdom of Great Britain and Northern Ireland,CM,62
5664,Norris,Luke Norris,United Kingdom of Great Britain and Northern Ireland,ST,64
5665,Oyeleke,Emmanuel Oyeleke,United Kingdom of Great Britain and Northern Ireland,CM,61
5666,Thomas,Lawrence Thomas,Australia,GK,70
5667,Whitehouse,Elliott Whitehouse,United Kingdom of Great Britain and Northern Ireland,CM,59
5668,Løkberg,Kristoffer Løkberg,Norway,CM,67
5669,Hewitt,Elliott Hewitt,United Kingdom of Great Britain and Northern Ireland,CM,62
5670,Ray,George Ray,United Kingdom of Great Britain and Northern Ireland,CB,61
5671,Leandro,Weverson L. de Oliveira Moura,Brazil,LM,67
5672,Diomandé,Ismaël Diomandé,Côte d'Ivoire,CDM,72
5673,Tosetti,Matteo Tosetti,Switzerland,RM,72
5674,Kessel,Benjamin Kessel,Germany,RB,66
5675,Schalk,Alex Schalk,Netherlands,ST,66
5676,Washausen,Jan Washausen,Germany,CDM,66
5677,Reinhardt,Julius Reinhardt,Germany,CDM,66
5678,Kragl,Oliver Kragl,Germany,LM,73
5679,Pfitzner,Marc Pfitzner,Germany,CDM,65
5680,Fetsch,Mathias Fetsch,Germany,ST,67
5681,Kryeziu,Hekuran Kryeziu,Republic of Kosovo,CDM,68
5682,O'Brien,Aiden O'Brien,Ireland,LM,69
5683,Rose,Danny Rose,United Kingdom of Great Britain and Northern Ireland,ST,64
5684,Decordova-Reid,Bobby Decordova-Reid,United Kingdom of Great Britain and Northern Ireland,ST,73
5685,Amadi-Holloway,Aaron Amadi-Holloway,United Kingdom of Great Britain and Northern Ireland,ST,61
5686,Bryan,Joe Bryan,United Kingdom of Great Britain and Northern Ireland,LB,73
5687,Bangoura,Lass Bangoura,Guinea,RM,67
5688,Ameobi,Sammy Ameobi,United Kingdom of Great Britain and Northern Ireland,RM,69
5689,Devaney,Kevin Devaney,Ireland,LM,59
5690,Löwe,Chris Löwe,Germany,LB,72
5691,Pietrzak,Rafał Pietrzak,Poland,LB,66
5692,Chianese,Joel Chianese,Australia,RM,64
5693,Dallas,Stuart Dallas,United Kingdom of Great Britain and Northern Ireland,RB,68
5694,Martinus,Quentin Martinus,Curaçao,RM,69
5695,Maluleka,George Maluleka,South Africa,CM,69
5696,Pospíšil,Martin Pospíšil,Czech Republic,CAM,68
5697,Pavelka,David Pavelka,Czech Republic,CDM,73
5698,Skalák,Jirí Skalák,Czech Republic,LM,67
5699,Kainz,Tobias Kainz,Austria,RB,63
5700,Sielis,Valentinos Sielis,Cyprus,CB,70
5701,Vranješ,Ognjen Vranješ,Bosnia and Herzegovina,CB,71
5702,Bruno,Massimo Bruno,Belgium,RM,72
5703,Bruno,Alessandro Bruno,Italy,CM,65
5704,Galano,Cristian Galano,Italy,ST,69
5705,Kijera,Gorka Kijera Salaberría,Spain,CB,69
5706,Courtet,Gaëtan Courtet,France,ST,68
5707,Corsi,Angelo Corsi,Italy,RM,66
5708,Misidjan,Virgil Misidjan,Netherlands,RW,72
5709,Lloyd,Ryan Lloyd,United Kingdom of Great Britain and Northern Ireland,LM,57
5710,Jon Toral,Jon-Miquel Toral Harper,Spain,CAM,68
5711,Bradley,Sonny Bradley,United Kingdom of Great Britain and Northern Ireland,CB,70
5712,Townsend,Conor Townsend,United Kingdom of Great Britain and Northern Ireland,LB,69
5713,Smith,Matt Smith,United Kingdom of Great Britain and Northern Ireland,ST,68
5714,Horwath,Alex Horwath,United States of America,GK,62
5715,Veseli,Frédéric Veseli,Albania,CB,72
5716,Toia,Donny Toia,United States of America,LB,66
5717,Benali,Ahmad Benali,Libya,CM,72
5718,Smith,Tommy Smith,United Kingdom of Great Britain and Northern Ireland,RB,72
5719,Jóhannsson,Aron Jóhannsson,United States of America,ST,72
5720,Romo,Bruno Romo,Chile,CB,68
5721,Seymour,Felipe Seymour,Chile,CDM,68
5722,Pierre,Aaron Pierre,Grenada,CB,64
5723,Skhirtladze,Davit Skhirtladze,Georgia,CF,66
5724,Delecroix,Paul Delecroix,France,GK,65
5725,Matthews,Remi Matthews,United Kingdom of Great Britain and Northern Ireland,GK,68
5726,Yun Ju Tae,Ju Tae Yun,Korea (Republic of),ST,60
5727,Korte,Gianluca Korte,Germany,LM,64
5728,Korte,Raffael Korte,Germany,RM,64
5729,Burnet,Lorenzo Burnet,Netherlands,LB,65
5730,Windbichler,Richard Windbichler,Austria,CB,70
5731,Cropper,Cody Cropper,United States of America,GK,64
5732,Dibon,Christopher Dibon,Austria,CB,69
5733,Drescher,Daniel Drescher,Austria,CB,65
5734,Sax,Maximilian Sax,Austria,RM,70
5735,Aveldaño,Lucas Aveldaño,Argentina,CB,69
5736,Hauche,Gabriel Hauche,Argentina,LM,73
5737,Scheimann,Samuel Scheimann,Israel,LB,65
5738,Mattheij,Jurgen Mattheij,Netherlands,CB,69
5739,Maatsen,Darren Maatsen,Netherlands,RW,65
5740,Alhadhur,Chaker Alhadhur,Comoros,LB,69
5741,Touzghar,Yoann Touzghar,Tunisia,ST,72
5742,Toivomäki,Henri Toivomäki,Finland,CB,61
5743,Luna,Adrián Luna,Uruguay,RM,66
5744,Andersen,Lucas Andersen,Denmark,CAM,75
5745,Akyüz,Mehmet Akyüz,Turkey,ST,66
5746,Cissé,Ousseynou Cissé,Mali,CDM,65
5747,Lybohy,Hervé Lybohy,Côte d'Ivoire,CB,68
5748,Kempe,Dennis Kempe,Germany,LWB,66
5749,Tainmont,Clément Tainmont,France,LM,69
5750,Nichols,Tom Nichols,United Kingdom of Great Britain and Northern Ireland,ST,60
5751,Kitsiou,Stelios Kitsiou,Greece,RB,70
5752,Devlin,Nicky Devlin,United Kingdom of Great Britain and Northern Ireland,RB,65
5753,Kobylanski,Martin Kobylanski,Poland,CAM,68
5754,Vergini,Santiago Vergini,Argentina,CB,70
5755,Legittimo,Matteo Legittimo,Italy,CB,69
5756,Falzerano,Marcello Falzerano,Italy,CM,70
5757,Gerard Badía,Gerard Badía Cortés,Spain,RM,67
5758,Wolski,Rafał Wolski,Poland,CAM,69
5759,Mikel Iribas,Mikel Iribas Aliende,Spain,RB,64
5760,Blaswich,Janis Blaswich,Germany,GK,71
5761,Jackson,Ryan Jackson,United Kingdom of Great Britain and Northern Ireland,RB,65
5762,Bickel,Christian Bickel,Germany,RM,63
5763,Đerić,Uroš Đerić,Serbia,ST,71
5764,Brabec,Jakub Brabec,Czech Republic,CB,73
5765,Escamilla,Kevin Escamilla,Mexico,CDM,68
5766,Masika,Ayub Timbe Masika,Kenya,LM,68
5767,De Leeuw,Michael de Leeuw,Netherlands,CAM,66
5768,Jønsson,Jens Jønsson,Denmark,CDM,67
5769,Stark,Yannick Stark,Germany,CDM,70
5770,Schwadorf,Jules Schwadorf,Germany,LM,66
5771,Okore,Jores Okore,Denmark,CB,72
5772,Ludwig,Alexander Ludwig,Denmark,CB,67
5773,Diallo,Sadio Diallo,Guinea,CAM,70
5774,Reach,Adam Reach,United Kingdom of Great Britain and Northern Ireland,RW,73
5775,Wyke,Charlie Wyke,United Kingdom of Great Britain and Northern Ireland,ST,66
5776,Jackson,Adam Jackson,United Kingdom of Great Britain and Northern Ireland,CB,66
5777,Edwards,Curtis Edwards,United Kingdom of Great Britain and Northern Ireland,CM,67
5778,Dolan,Matthew Dolan,United Kingdom of Great Britain and Northern Ireland,CM,61
5779,Lezcano,Darío Lezcano,Paraguay,ST,71
5780,Gano,Zinho Gano,Belgium,ST,70
5781,Edgar Badía,Edgar Badía Guardiola,Spain,GK,73
5782,Barreto,Michaël Barreto,France,CAM,66
5783,Bettinelli,Marcus Bettinelli,United Kingdom of Great Britain and Northern Ireland,GK,72
5784,Frei,Kerim Frei,Turkey,LM,73
5785,Trotta,Marcello Trotta,Italy,ST,72
5786,Raspentino,Florian Raspentino,France,ST,70
5787,Clark,Zander Clark,United Kingdom of Great Britain and Northern Ireland,GK,69
5788,Cerrajería,Galder Cerrajería López,Spain,CAM,67
5789,Polworth,Liam Polworth,United Kingdom of Great Britain and Northern Ireland,CM,63
5790,Hemed,Tomer Hemed,Israel,ST,69
5791,David Simón,David Simón Rodríguez Santana,Spain,RB,70
5792,Cristian Herrera,Cristian Herrera Pérez,Spain,ST,71
5793,Kane,Chris Kane,United Kingdom of Great Britain and Northern Ireland,ST,62
5794,Berahino,Saido Berahino,Burundi,ST,69
5795,O'Connor,Anthony O'Connor,Ireland,CB,65
5796,Rochester Sørensen,Marc Rochester Sørensen,Denmark,CAM,61
5797,Buxton,Adam Buxton,United Kingdom of Great Britain and Northern Ireland,RB,58
5798,Korb,Julian Korb,Germany,RB,72
5799,Pak Kwang Ryong,Kwang Ryong Pak,Korea (Democratic People's Republic of),ST,66
5800,Mckenzie,Rory McKenzie,United Kingdom of Great Britain and Northern Ireland,RM,67
5801,Kennedy,Matty Kennedy,United Kingdom of Great Britain and Northern Ireland,LM,66
5802,Dams,Niklas Dams,Germany,CB,69
5803,Gelios,Ioannis Gelios,Greece,GK,64
5804,Kerbrat,Christophe Kerbrat,France,CB,72
5805,Fede Vico,Federico Vico Villegas,Spain,CAM,75
5806,Bernardo,Bernardo Víctor Cruz Torres,Spain,CB,70
5807,Forsyth,Craig Forsyth,United Kingdom of Great Britain and Northern Ireland,LB,70
5808,Alnwick,Jak Alnwick,United Kingdom of Great Britain and Northern Ireland,GK,65
5809,Van De Streek,Sander van de Streek,Netherlands,CAM,71
5810,Brinkies,Johannes Brinkies,Germany,GK,69
5811,Mcnamee,Barry McNamee,Ireland,CAM,63
5812,Wiegel,Andreas Wiegel,Germany,RB,66
5813,Bos,Henk Bos,Netherlands,CAM,62
5814,Bakker,Nick Bakker,Netherlands,CB,66
5815,Achilier,Gabriel Achilier,Ecuador,CB,71
5816,Ince,Rohan Ince,United Kingdom of Great Britain and Northern Ireland,CDM,62
5817,Saville,George Saville,United Kingdom of Great Britain and Northern Ireland,CM,72
5818,Sternberg,Janek Sternberg,Germany,LB,65
5819,Mcgowan,Dylan McGowan,Australia,CB,65
5820,Izzo,Paul Izzo,Australia,GK,67
5821,Melling,Jacob Melling,Australia,CDM,59
5822,Parker,Shawn Parker,Germany,ST,67
5823,Diop,Clément Diop,Senegal,GK,64
5824,Mohamed,Dimitri Mohamed,France,CDM,68
5825,Smith,Michael Smith,United Kingdom of Great Britain and Northern Ireland,RB,70
5826,Lucioni,Fabio Lucioni,Italy,CB,73
5827,Adorján,Krisztián Adorján,Hungary,CAM,62
5828,Diamanka,Pape Maly Diamanka,Senegal,CM,71
5829,Günter,Koray Günter,Germany,CB,70
5830,Oshilaja,Adedeji Oshilaja,United Kingdom of Great Britain and Northern Ireland,CB,67
5831,Nugent,Ben Nugent,United Kingdom of Great Britain and Northern Ireland,CB,61
5832,Weilandt,Tom Weilandt,Germany,LM,71
5833,Beugelsdijk,Tom Beugelsdijk,Netherlands,CB,70
5834,Elbers,Stanley Elbers,Netherlands,RW,67
5835,Breier,Pascal Breier,Germany,ST,65
5836,Riemann,Alexander Riemann,Germany,LM,59
5837,Lang,Steffen Lang,Germany,LB,62
5838,Bauer,Patrick Bauer,Germany,CB,71
5839,Inniss,Ryan Inniss,United Kingdom of Great Britain and Northern Ireland,CB,65
5840,Leadbitter,Daniel Leadbitter,United Kingdom of Great Britain and Northern Ireland,RB,60
5841,Ingram,Matt Ingram,United Kingdom of Great Britain and Northern Ireland,GK,65
5842,Lewis,Fernando Lewis,Netherlands,RB,69
5843,Van Buren,Mick van Buren,Netherlands,ST,73
5844,Dupé,Maxime Dupé,France,GK,70
5845,Sama,Stephen Sama,Germany,CB,62
5846,Martina,Cuco Martina,Curaçao,RB,70
5847,Jordán,Wilmar Jordán,Colombia,ST,64
5848,Roef,Davy Roef,Belgium,GK,73
5849,Jakubov,Jakub Jakubov,Czech Republic,GK,62
5850,Bennett,Rhys Bennett,United Kingdom of Great Britain and Northern Ireland,CB,64
5851,Álvarez,Ricardo Álvarez,Argentina,CAM,72
5852,Almici,Alberto Almici,Italy,RB,69
5853,De Belder,Dylan De Belder,Belgium,ST,66
5854,Grøgaard,Thomas Grøgaard,Norway,LB,67
5855,Pellizzer,Michele Pellizzer,Italy,CB,66
5856,Jombati,Sido Jombati,Portugal,CB,65
5857,Derstroff,Julian Derstroff,Germany,LM,64
5858,Kroon,Simon Kroon,Sweden,RM,66
5859,Escoboza,Alonso Escoboza,Mexico,CM,64
5860,Andrade,David Andrade,Mexico,LWB,65
5861,Gus Ledes,Luís Gustavo Evangelista Santos,Portugal,CM,69
5862,Oriol Rosell,Oriol Rosell Argerich,Spain,CDM,69
5863,Rafael Lopes,Rafael Guimarães Lopes,Portugal,ST,71
5864,Seuntjens,Mats Seuntjens,Netherlands,ST,72
5865,Ntambwe,Brice Ntambwe,Belgium,CM,62
5866,Olkowski,Paweł Olkowski,Poland,RB,69
5867,Schwab,Stefan Schwab,Austria,CM,71
5868,Ouédraogo,Issiaka Ouédraogo,Burkina Faso,ST,65
5869,Hosiner,Philipp Hosiner,Austria,ST,66
5870,Khelifi,Salim Khelifi,Switzerland,RM,68
5871,Rubio,Diego Rubio,Chile,ST,69
5872,Yu Ji Hoon,Ji Hoon Yu,Korea (Republic of),LB,64
5873,Lee Bum Soo,Bum Soo Lee,Korea (Republic of),GK,63
5874,Salvador Agra,Salvador José Milhazes Agra,Portugal,RM,68
5875,Hall,Grant Hall,United Kingdom of Great Britain and Northern Ireland,CB,67
5876,Schilk,Tobias Schilk,Germany,CB,63
5877,Steinhart,Phillipp Steinhart,Germany,LB,67
5878,Baca,Rafael Baca,Mexico,CM,71
5879,Jeannin,Mehdi Jeannin,Algeria,GK,64
5880,Leistner,Toni Leistner,Germany,CB,72
5881,Mandron,Mikael Mandron,France,ST,63
5882,Mladen,Sebastian Mladen,Romania,RB,68
5883,Auer,Stephan Auer,Austria,RB,64
5884,Koch,Menno Koch,Netherlands,CB,65
5885,Mackay-Steven,Gary Mackay-Steven,United Kingdom of Great Britain and Northern Ireland,RM,69
5886,Toutouh,Youssef Toutouh,Denmark,LM,67
5887,Nildo Petrolina,Evanildo Fernandes Gomes,Brazil,LM,73
5888,Wilson,Ben Wilson,United Kingdom of Great Britain and Northern Ireland,GK,60
5889,Ba,Abdoulaye Ba,Senegal,CB,72
5890,Riascos,Duvier Riascos,Colombia,ST,70
5891,Brecher,Yanick Brecher,Switzerland,GK,66
5892,Tandia,Ibrahima Tandia,Mali,ST,71
5893,Kane,Todd Kane,United Kingdom of Great Britain and Northern Ireland,RB,68
5894,Bueno,Marco Bueno,Mexico,ST,66
5895,Iván Sánchez,Iván Sánchez Aguayo,Spain,RM,73
5896,Clerc,Carlos Clerc Martínez,Spain,LB,73
5897,Camara,Papa Demba Camara,Senegal,GK,65
5898,Williams,Ryan Williams,Australia,RM,66
5899,Samba,Brice Samba,Congo,GK,73
5900,Schütz,Daniel Schütz,Austria,LM,63
5901,Omrani,Billel Omrani,France,ST,69
5902,Bauer,Moritz Bauer,Austria,RB,72
5903,Ndongala,Dieumerci Ndongala,Congo (Democratic Republic of the),RW,73
5904,Udegbe,Robin Udegbe,Germany,GK,61
5905,Guthrie,Kurtis Guthrie,United Kingdom of Great Britain and Northern Ireland,ST,63
5906,Zbozien,Damian Zbozien,Poland,RB,68
5907,Leitner,Andreas Leitner,Austria,GK,67
5908,Petrák,Ondrej Petrák,Czech Republic,CDM,71
5909,Otsu,Yuki Otsu,Japan,LM,66
5910,Adrián Ortolá,Adrián Ortolá Vaño,Spain,GK,70
5911,Touray,Ibou Touray,Gambia,LWB,63
5912,Blume,Bror Blume,Denmark,CAM,66
5913,Kone,Mamadou Kone,Côte d'Ivoire,ST,69
5914,Droppa,Lukáš Droppa,Czech Republic,CDM,65
5915,Adryan,Adryan Oliveira Tavares,Brazil,LM,71
5916,Grimmer,Jack Grimmer,United Kingdom of Great Britain and Northern Ireland,RB,64
5917,Caprice,Jake Caprice,United Kingdom of Great Britain and Northern Ireland,RB,65
5918,Millen,Ross Millen,United Kingdom of Great Britain and Northern Ireland,RB,54
5919,Helstrup,Frederik Helstrup,Denmark,CB,63
5920,Maier,Sebastian Maier,Germany,CAM,68
5921,Röseler,Nils Röseler,Germany,CB,69
5922,Vollmann,Korbinian Vollmann,Germany,LM,67
5923,Mccabe,Rhys McCabe,United Kingdom of Great Britain and Northern Ireland,CM,62
5924,Naismith,Kal Naismith,United Kingdom of Great Britain and Northern Ireland,LB,66
5925,Cristiano,Cristiano Pereira Figueiredo,Portugal,GK,67
5926,Pedersen,Daniel Pedersen,Denmark,CDM,66
5927,Kiss,Filip Kiss,Slovakia,CDM,70
5928,Bigler,Kevin Bigler,Switzerland,CM,60
5929,Diego Oliveira,Diego Queiroz de Oliveira,Brazil,ST,74
5930,Kamavuaka,Wilson Kamavuaka,Congo (Democratic Republic of the),CDM,67
5931,Valoti,Mattia Valoti,Italy,CM,69
5932,Gotfredsen,Nicholas Gotfredsen,Denmark,RB,62
5933,Thoelke,Bjarne Thoelke,Germany,CB,69
5934,Rodríguez,Sebastián Rodríguez,Uruguay,CM,65
5935,Edigar Junio,Edigar Junio Teixeira Lima,Brazil,ST,73
5936,Fraser,Scott Fraser,United Kingdom of Great Britain and Northern Ireland,CM,64
5937,Choe Yeong Joon,Yeong Joon Choe,Korea (Republic of),CM,68
5938,Ruiz De Galarreta,Iñigo Ruíz de Galarreta,Spain,CM,71
5939,Guillermo,Guillermo Fernández Hierro,Spain,ST,69
5940,Raglan,Charlie Raglan,United Kingdom of Great Britain and Northern Ireland,CB,63
5941,Huws,Emyr Huws,United Kingdom of Great Britain and Northern Ireland,CM,68
5942,Ilori,Tiago Almeida Ilori,Portugal,CB,69
5943,Sankoh,Baïssama Sankoh,Guinea,CDM,68
5944,Golla,Wojciech Golla,Poland,CB,66
5945,Çalık,Burak Çalık,Turkey,LW,66
5946,Lewicki,Oscar Lewicki,Sweden,CB,72
5947,David Ferreiro,David Ferreiro Quiroga,Spain,LM,71
5948,Tripić,Zlatko Tripić,Norway,LW,66
5949,Igor Rossi,Igor Rossi Branco,Brazil,CB,70
5950,Mcgeouch,Dylan McGeouch,United Kingdom of Great Britain and Northern Ireland,CM,67
5951,Wagué,Molla Wagué,Mali,CB,72
5952,Flores,Francisco Flores,Mexico,RB,61
5953,Rodríguez,Jesús Rodríguez,Mexico,GK,60
5954,Lee Kwang Jin,Kwang Jin Lee,Korea (Republic of),RB,58
5955,Fernando,Fernando Martínez Rubio,Spain,GK,66
5956,Yussuf,Adi Yussuf,"Tanzania, United Republic of",ST,60
5957,Stengel,Herman Sørby Stengel,Norway,CM,67
5958,Bouhenna,Rachid Bouhenna,Algeria,CB,64
5959,Erwin,Lee Erwin,United Kingdom of Great Britain and Northern Ireland,ST,63
5960,Naismith,Jason Naismith,United Kingdom of Great Britain and Northern Ireland,RB,66
5961,Marcelo,Marcelo dos Santos Ferreira,Brazil,CB,71
5962,Akpa Akpro,Jean-Daniel Akpa Akpro,Côte d'Ivoire,CM,72
5963,O'Neil,Liam O'Neil,United Kingdom of Great Britain and Northern Ireland,CDM,60
5964,Bianchetti,Matteo Bianchetti,Italy,CB,71
5965,Schoofs,Rob Schoofs,Belgium,CM,70
5966,Léon,Donovan Léon,France,GK,64
5967,Valette,Baptiste Valette,France,GK,66
5968,Hubert,Guillaume Hubert,Belgium,GK,66
5969,Akichi,Edmond Akichi,Côte d'Ivoire,CDM,69
5970,Baldwin,Jack Baldwin,United Kingdom of Great Britain and Northern Ireland,CB,67
5971,Qazaishvili,Valeri Qazaishvili,Georgia,LM,72
5972,Gentiletti,Santiago Gentiletti,Argentina,CB,72
5973,Sosa,Sebastián Sosa,Uruguay,GK,73
5974,Espinoza,Gonzalo Espinoza,Chile,CM,71
5975,Shala,Herolind Shala,Republic of Kosovo,CM,66
5976,Luís Leal,Luís Leal dos Anjos,Sao Tome and Principe,ST,70
5977,Benyamina,Soufian Benyamina,Germany,ST,65
5978,Kuhn,Moritz Kuhn,Germany,RB,70
5979,Röcker,Benedikt Röcker,Germany,CB,68
5980,Weis,André Weis,Germany,GK,68
5981,Schoppenhauer,Clemens Schoppenhauer,Germany,CB,66
5982,Thiede,Marco Thiede,Germany,RB,66
5983,Pušić,Martin Pušić,Austria,ST,67
5984,Bennett,Mason Bennett,United Kingdom of Great Britain and Northern Ireland,RM,66
5985,Henley,Adam Henley,United Kingdom of Great Britain and Northern Ireland,RB,64
5986,Espericueta,Jonathan Espericueta,Mexico,CM,66
5987,Lozano,Anthony Lozano,Honduras,ST,71
5988,Nicolas,David Nicolas Andrade,Brazil,GK,69
5989,André Micael,André Micael Pereira,Portugal,CB,66
5990,Croizet,Yohan Croizet,France,CF,68
5991,Rúben Ferreira,Rúben Rafael Sousa Ferreira,Portugal,LB,69
5992,Antei,Luca Antei,Italy,CB,71
5993,Pigliacelli,Mirko Pigliacelli,Italy,GK,73
5994,Kløve,Troels Kløve,Denmark,CM,66
5995,Ibe,Jordon Ibe,United Kingdom of Great Britain and Northern Ireland,RM,73
5996,Adrià Gallego,Adrià Gallego Arias,Spain,RB,65
5997,Alvaro Lemos,Alvaro Lemos Collazo,Spain,RB,70
5998,Ceppitelli,Luca Ceppitelli,Italy,CB,73
5999,Zima,Lukáš Zima,Czech Republic,GK,67
6000,Jorquera,Cristóbal Jorquera,Chile,CM,70
6001,Krajnc,Luka Krajnc,Slovenia,CB,71
6002,Dicko,Nouha Dicko,Mali,ST,68
6003,Bulthuis,Dave Bulthuis,Netherlands,CB,69
6004,Ihiekwe,Michael Ihiekwe,United Kingdom of Great Britain and Northern Ireland,CB,67
6005,Price,Jack Price,United Kingdom of Great Britain and Northern Ireland,CDM,71
6006,Vassell,Isaac Vassell,United Kingdom of Great Britain and Northern Ireland,ST,66
6007,Höhn,Immanuel Höhn,Germany,CB,68
6008,Thompson,Curtis Thompson,United Kingdom of Great Britain and Northern Ireland,CM,66
6009,Chacón,Michael Chacón,Netherlands,CDM,66
6010,Dener,Dener Gomes Clemente,Brazil,CM,71
6011,Husband,James Husband,United Kingdom of Great Britain and Northern Ireland,LB,65
6012,André Sousa,André Alexandre Carreira Sousa,Portugal,CM,71
6013,Van Duinen,Mike van Duinen,Netherlands,ST,69
6014,Omolo,Johanna Omolo,Kenya,CDM,66
6015,Walsh,Sandy Walsh,Netherlands,RB,69
6016,Abecasis,Luciano Abecasis,Argentina,RB,72
6017,Insaurralde,Cristian Insaurralde,Argentina,LW,69
6018,Nangis,Lenny Nangis,France,RM,69
6019,Macdonald,Angus MacDonald,United Kingdom of Great Britain and Northern Ireland,CB,68
6020,Busellato,Massimiliano Busellato,Italy,CM,66
6021,Tekio,Sergio Blázquez Sánchez,Spain,RB,67
6022,Pucino,Raffaele Pucino,Italy,RB,70
6023,Bruno Andrade,Bruno Miguel Carvalho Andrade,Portugal,LM,68
6024,Lanni,Ivan Lanni,Italy,GK,67
6025,Brugman,Gaston Brugman,Uruguay,CM,73
6026,Pucciarelli,Manuel Pucciarelli,Italy,ST,72
